epoch,code,cls_0_corr,cls_0_total,cls_1_corr,cls_1_total
1,CODE1404,30,60,0,0
1,CODE1644,30,60,0,0
1,CODE1525,30,60,0,0
1,CODE1881,30,60,0,0
1,CODE365,30,60,0,0
1,CODE1648,30,60,0,0
1,CODE310,30,60,0,0
1,CODE1635,30,60,0,0
1,CODE1461,30,60,0,0
1,CODE1403,30,60,0,0
1,CODE1138,30,60,0,0
1,CODE1405,30,60,0,0
1,CODE1649,30,60,0,0
2,CODE1404,26,28,28,32
2,CODE1644,23,53,0,7
2,CODE1525,30,57,3,3
2,CODE1881,28,57,1,3
2,CODE365,25,50,5,10
2,CODE1648,30,57,3,3
2,CODE310,30,57,3,3
2,CODE1635,30,60,0,0
2,CODE1461,26,46,10,14
2,CODE1403,30,46,14,14
2,CODE1138,30,57,3,3
2,CODE1405,25,47,8,13
2,CODE1649,30,56,4,4
3,CODE1404,30,59,1,1
3,CODE1644,30,60,0,0
3,CODE1525,30,59,1,1
3,CODE1881,30,60,0,0
3,CODE365,30,60,0,0
3,CODE1648,30,60,0,0
3,CODE310,30,60,0,0
3,CODE1635,30,60,0,0
3,CODE1461,30,58,2,2
3,CODE1403,30,60,0,0
3,CODE1138,30,60,0,0
3,CODE1405,30,60,0,0
3,CODE1649,30,60,0,0
4,CODE1404,25,29,26,31
4,CODE1644,28,56,2,4
4,CODE1525,28,49,9,11
4,CODE1881,30,58,2,2
4,CODE365,30,60,0,0
4,CODE1648,30,51,9,9
4,CODE310,30,58,2,2
4,CODE1635,30,60,0,0
4,CODE1461,30,48,12,12
4,CODE1403,30,53,7,7
4,CODE1138,30,49,11,11
4,CODE1405,26,53,3,7
4,CODE1649,30,52,8,8
5,CODE1404,11,14,27,46
5,CODE1644,14,15,29,45
5,CODE1525,10,14,26,46
5,CODE1881,19,26,23,34
5,CODE365,20,33,17,27
5,CODE1648,29,46,13,14
5,CODE310,25,33,22,27
5,CODE1635,26,30,26,30
5,CODE1461,18,21,27,39
5,CODE1403,19,25,24,35
5,CODE1138,15,16,29,44
5,CODE1405,7,16,21,44
5,CODE1649,20,23,27,37
6,CODE1404,19,27,22,33
6,CODE1644,16,21,25,39
6,CODE1525,26,50,6,10
6,CODE1881,26,52,4,8
6,CODE365,27,52,5,8
6,CODE1648,30,54,6,6
6,CODE310,30,55,5,5
6,CODE1635,28,39,19,21
6,CODE1461,21,35,16,25
6,CODE1403,30,44,16,16
6,CODE1138,25,32,23,28
6,CODE1405,18,41,7,19
6,CODE1649,30,55,5,5
7,CODE1404,4,5,29,55
7,CODE1644,11,12,29,48
7,CODE1525,13,19,24,41
7,CODE1881,15,30,15,30
7,CODE365,5,13,22,47
7,CODE1648,10,14,26,46
7,CODE310,29,40,19,20
7,CODE1635,15,15,30,45
7,CODE1461,20,21,29,39
7,CODE1403,20,23,27,37
7,CODE1138,4,4,30,56
7,CODE1405,6,16,20,44
7,CODE1649,8,15,23,45
8,CODE1404,18,26,22,34
8,CODE1644,21,25,26,35
8,CODE1525,24,33,21,27
8,CODE1881,24,43,11,17
8,CODE365,11,24,17,36
8,CODE1648,30,56,4,4
8,CODE310,30,52,8,8
8,CODE1635,29,38,21,22
8,CODE1461,26,34,22,26
8,CODE1403,27,39,18,21
8,CODE1138,3,11,22,49
8,CODE1405,11,33,8,27
8,CODE1649,28,37,21,23
9,CODE1404,6,7,29,53
9,CODE1644,14,14,30,46
9,CODE1525,4,5,29,55
9,CODE1881,19,22,27,38
9,CODE365,6,7,29,53
9,CODE1648,15,16,29,44
9,CODE310,25,34,21,26
9,CODE1635,7,7,30,53
9,CODE1461,3,3,30,57
9,CODE1403,19,21,28,39
9,CODE1138,1,2,29,58
9,CODE1405,4,7,27,53
9,CODE1649,4,5,29,55
10,CODE1404,9,10,29,50
10,CODE1644,16,16,30,44
10,CODE1525,15,37,8,23
10,CODE1881,22,37,15,23
10,CODE365,11,21,20,39
10,CODE1648,29,36,23,24
10,CODE310,30,48,12,12
10,CODE1635,25,35,20,25
10,CODE1461,18,24,24,36
10,CODE1403,23,31,22,29
10,CODE1138,1,2,29,58
10,CODE1405,8,21,17,39
10,CODE1649,20,22,28,38
11,CODE1404,12,13,29,47
11,CODE1644,15,15,30,45
11,CODE1525,10,28,12,32
11,CODE1881,22,35,17,25
11,CODE365,10,21,19,39
11,CODE1648,29,37,22,23
11,CODE310,29,45,14,15
11,CODE1635,26,35,21,25
11,CODE1461,20,26,24,34
11,CODE1403,24,32,22,28
11,CODE1138,1,2,29,58
11,CODE1405,10,25,15,35
11,CODE1649,22,24,28,36
12,CODE1404,14,15,29,45
12,CODE1644,15,15,30,45
12,CODE1525,10,26,14,34
12,CODE1881,23,36,17,24
12,CODE365,9,20,19,40
12,CODE1648,29,37,22,23
12,CODE310,29,45,14,15
12,CODE1635,24,34,20,26
12,CODE1461,20,26,24,34
12,CODE1403,24,32,22,28
12,CODE1138,1,2,29,58
12,CODE1405,10,23,17,37
12,CODE1649,22,24,28,36
13,CODE1404,15,16,29,44
13,CODE1644,15,15,30,45
13,CODE1525,9,24,15,36
13,CODE1881,23,36,17,24
13,CODE365,9,20,19,40
13,CODE1648,29,37,22,23
13,CODE310,29,44,15,16
13,CODE1635,24,33,21,27
13,CODE1461,18,25,23,35
13,CODE1403,24,32,22,28
13,CODE1138,1,2,29,58
13,CODE1405,10,22,18,38
13,CODE1649,21,23,28,37
14,CODE1404,15,16,29,44
14,CODE1644,15,15,30,45
14,CODE1525,9,24,15,36
14,CODE1881,23,36,17,24
14,CODE365,9,20,19,40
14,CODE1648,29,37,22,23
14,CODE310,29,46,13,14
14,CODE1635,24,33,21,27
14,CODE1461,19,25,24,35
14,CODE1403,24,32,22,28
14,CODE1138,1,2,29,58
14,CODE1405,10,22,18,38
14,CODE1649,21,23,28,37
15,CODE1404,15,16,29,44
15,CODE1644,16,16,30,44
15,CODE1525,9,26,13,34
15,CODE1881,23,37,16,23
15,CODE365,9,20,19,40
15,CODE1648,29,38,21,22
15,CODE310,29,48,11,12
15,CODE1635,24,36,18,24
15,CODE1461,20,27,23,33
15,CODE1403,24,32,22,28
15,CODE1138,1,2,29,58
15,CODE1405,11,27,14,33
15,CODE1649,23,25,28,35
16,CODE1404,15,16,29,44
16,CODE1644,16,16,30,44
16,CODE1525,9,24,15,36
16,CODE1881,23,37,16,23
16,CODE365,9,20,19,40
16,CODE1648,29,38,21,22
16,CODE310,29,48,11,12
16,CODE1635,24,35,19,25
16,CODE1461,19,25,24,35
16,CODE1403,24,32,22,28
16,CODE1138,1,2,29,58
16,CODE1405,10,22,18,38
16,CODE1649,21,23,28,37
17,CODE1404,15,16,29,44
17,CODE1644,16,16,30,44
17,CODE1525,9,24,15,36
17,CODE1881,23,37,16,23
17,CODE365,9,20,19,40
17,CODE1648,29,38,21,22
17,CODE310,29,48,11,12
17,CODE1635,24,35,19,25
17,CODE1461,18,24,24,36
17,CODE1403,23,31,22,29
17,CODE1138,1,2,29,58
17,CODE1405,10,22,18,38
17,CODE1649,20,23,27,37
18,CODE1404,15,16,29,44
18,CODE1644,16,16,30,44
18,CODE1525,9,26,13,34
18,CODE1881,23,37,16,23
18,CODE365,9,20,19,40
18,CODE1648,29,38,21,22
18,CODE310,29,48,11,12
18,CODE1635,24,35,19,25
18,CODE1461,19,25,24,35
18,CODE1403,23,31,22,29
18,CODE1138,1,2,29,58
18,CODE1405,10,23,17,37
18,CODE1649,22,25,27,35
19,CODE1404,15,16,29,44
19,CODE1644,16,16,30,44
19,CODE1525,9,26,13,34
19,CODE1881,23,39,14,21
19,CODE365,9,20,19,40
19,CODE1648,29,38,21,22
19,CODE310,30,49,11,11
19,CODE1635,24,35,19,25
19,CODE1461,18,25,23,35
19,CODE1403,24,32,22,28
19,CODE1138,1,2,29,58
19,CODE1405,10,23,17,37
19,CODE1649,23,27,26,33
20,CODE1404,15,16,29,44
20,CODE1644,16,17,29,43
20,CODE1525,9,25,14,35
20,CODE1881,23,39,14,21
20,CODE365,9,20,19,40
20,CODE1648,29,38,21,22
20,CODE310,30,49,11,11
20,CODE1635,24,35,19,25
20,CODE1461,18,24,24,36
20,CODE1403,23,31,22,29
20,CODE1138,1,2,29,58
20,CODE1405,10,24,16,36
20,CODE1649,23,27,26,33
21,CODE1404,15,16,29,44
21,CODE1644,16,17,29,43
21,CODE1525,9,25,14,35
21,CODE1881,23,39,14,21
21,CODE365,9,20,19,40
21,CODE1648,29,38,21,22
21,CODE310,30,49,11,11
21,CODE1635,24,35,19,25
21,CODE1461,18,24,24,36
21,CODE1403,23,31,22,29
21,CODE1138,1,2,29,58
21,CODE1405,10,24,16,36
21,CODE1649,23,27,26,33
22,CODE1404,15,16,29,44
22,CODE1644,16,17,29,43
22,CODE1525,9,25,14,35
22,CODE1881,23,39,14,21
22,CODE365,9,20,19,40
22,CODE1648,29,39,20,21
22,CODE310,30,49,11,11
22,CODE1635,24,35,19,25
22,CODE1461,18,24,24,36
22,CODE1403,23,31,22,29
22,CODE1138,1,2,29,58
22,CODE1405,10,24,16,36
22,CODE1649,23,27,26,33
